url_antiga,intencao_tipo,url_nova,decisao,motivo
https://tecnicocuritiba.com.br/,exata,https://tecnico.curitiba.br/,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/arrumar-pc,exata,https://tecnico.curitiba.br/arrumar-pc,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/arrumar-pc/online,exata,https://tecnico.curitiba.br/arrumar-pc/online,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/assistencia-eletrodomesticos-inteligentes-curitiba,exata,https://tecnico.curitiba.br/assistencia-eletrodomesticos-inteligentes-curitiba,301,"fora do foco (Eletrodomésticos) mas rota equivalente existe — sem troca de intenção"
https://tecnicocuritiba.com.br/assistencia-tecnica-curitiba,exata,https://tecnico.curitiba.br/assistencia-tecnica-curitiba,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/atendimento,equivalente,https://tecnico.curitiba.br/atendimento-domicilio,301,"intenção de modalidade de atendimento"
https://tecnicocuritiba.com.br/atendimento-domicilio,exata,https://tecnico.curitiba.br/atendimento-domicilio,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/atendimento-remoto,exata,https://tecnico.curitiba.br/atendimento-remoto,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/atendimento/almirante-tamandare,consolidada,https://tecnico.curitiba.br/tecnico-informatica-almirante-tamandare,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/almirante-tamandare/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-almirante-tamandare,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/almirante-tamandare/tranqueira,consolidada,https://tecnico.curitiba.br/tecnico-informatica-almirante-tamandare,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/araucaria,consolidada,https://tecnico.curitiba.br/tecnico-informatica-araucaria,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/araucaria/cachoeira,consolidada,https://tecnico.curitiba.br/tecnico-informatica-araucaria,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/araucaria/capela-velha,consolidada,https://tecnico.curitiba.br/tecnico-informatica-araucaria,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/araucaria/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-araucaria,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/araucaria/iguacu,consolidada,https://tecnico.curitiba.br/tecnico-informatica-araucaria,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/balsa-nova,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-balsa-nova inexistente)"
https://tecnicocuritiba.com.br/atendimento/balsa-nova/centro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-balsa-nova inexistente)"
https://tecnicocuritiba.com.br/atendimento/campo-largo,consolidada,https://tecnico.curitiba.br/tecnico-informatica-campo-largo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/campo-largo/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-campo-largo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/campo-largo/cercadinho,consolidada,https://tecnico.curitiba.br/tecnico-informatica-campo-largo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/campo-largo/sao-caetano,consolidada,https://tecnico.curitiba.br/tecnico-informatica-campo-largo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/campo-magro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-campo-magro,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/campo-magro/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-campo-magro,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/colombo,consolidada,https://tecnico.curitiba.br/tecnico-informatica-colombo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/colombo/alto-maracana,consolidada,https://tecnico.curitiba.br/tecnico-informatica-colombo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/colombo/atuba,consolidada,https://tecnico.curitiba.br/tecnico-informatica-colombo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/colombo/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-colombo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/colombo/sao-gabriel,consolidada,https://tecnico.curitiba.br/tecnico-informatica-colombo,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/contenda,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-contenda inexistente)"
https://tecnicocuritiba.com.br/atendimento/contenda/centro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-contenda inexistente)"
https://tecnicocuritiba.com.br/atendimento/curitiba,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/agua-verde,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/bacacheri,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/batel,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/boa-vista,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/boqueirao,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/cabral,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/cajuru,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/cic,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/hauer,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/novo-mundo,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/pinheirinho,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/portao,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/santa-felicidade,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/sitio-cercado,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/tatuquara,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/curitiba/uberaba,consolidada,https://tecnico.curitiba.br/tecnico-informatica-curitiba,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/fazenda-rio-grande,consolidada,https://tecnico.curitiba.br/tecnico-informatica-fazenda-rio-grande,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/fazenda-rio-grande/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-fazenda-rio-grande,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/fazenda-rio-grande/eucaliptos,consolidada,https://tecnico.curitiba.br/tecnico-informatica-fazenda-rio-grande,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/fazenda-rio-grande/nacoes,consolidada,https://tecnico.curitiba.br/tecnico-informatica-fazenda-rio-grande,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/mandirituba,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-mandirituba inexistente)"
https://tecnicocuritiba.com.br/atendimento/mandirituba/centro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-mandirituba inexistente)"
https://tecnicocuritiba.com.br/atendimento/pinhais,consolidada,https://tecnico.curitiba.br/tecnico-informatica-pinhais,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/pinhais/atuba,consolidada,https://tecnico.curitiba.br/tecnico-informatica-pinhais,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/pinhais/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-pinhais,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/pinhais/estancia-pinhais,consolidada,https://tecnico.curitiba.br/tecnico-informatica-pinhais,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/pinhais/weissopolis,consolidada,https://tecnico.curitiba.br/tecnico-informatica-pinhais,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/piraquara,consolidada,https://tecnico.curitiba.br/tecnico-informatica-piraquara,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/piraquara/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-piraquara,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/piraquara/guarituba,consolidada,https://tecnico.curitiba.br/tecnico-informatica-piraquara,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/quatro-barras,consolidada,https://tecnico.curitiba.br/tecnico-informatica-quatro-barras,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/quatro-barras/centro,consolidada,https://tecnico.curitiba.br/tecnico-informatica-quatro-barras,301,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade"
https://tecnicocuritiba.com.br/atendimento/rio-branco-do-sul,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-rio-branco-do-sul inexistente)"
https://tecnicocuritiba.com.br/atendimento/rio-branco-do-sul/centro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-rio-branco-do-sul inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais/afonso-pena,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais/aviacao,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais/centro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais/cidade-jardim,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais/guatupe,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/sao-jose-dos-pinhais/sao-pedro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-sao-jose-dos-pinhais inexistente)"
https://tecnicocuritiba.com.br/atendimento/tijucas-do-sul,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-tijucas-do-sul inexistente)"
https://tecnicocuritiba.com.br/atendimento/tijucas-do-sul/centro,sem destino atual,,manter,"hierarquia /atendimento descontinuada; intenção local preservada no hub de cidade (destino /tecnico-informatica-tijucas-do-sul inexistente)"
https://tecnicocuritiba.com.br/autor/tecnico-curitiba,sem destino atual,,manter,"sem equivalente auditado — manter temporariamente"
https://tecnicocuritiba.com.br/bairros/academia-sjp,exata,https://tecnico.curitiba.br/bairros/academia-sjp,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/afonso-pena,exata,https://tecnico.curitiba.br/bairros/afonso-pena,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/agricola-sjp,exata,https://tecnico.curitiba.br/bairros/agricola-sjp,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/agua-verde,exata,https://tecnico.curitiba.br/bairros/agua-verde,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/alto-boqueirao,exata,https://tecnico.curitiba.br/bairros/alto-boqueirao,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/alto-da-gloria,exata,https://tecnico.curitiba.br/bairros/alto-da-gloria,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/alto-maracana,exata,https://tecnico.curitiba.br/bairros/alto-maracana,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/alto-taruma,exata,https://tecnico.curitiba.br/bairros/alto-taruma,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/antonio-olivero-cm,exata,https://tecnico.curitiba.br/bairros/antonio-olivero-cm,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/aristocrata,exata,https://tecnico.curitiba.br/bairros/aristocrata,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/atuba-colombo,exata,https://tecnico.curitiba.br/bairros/atuba-colombo,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/atuba-pinhais,exata,https://tecnico.curitiba.br/bairros/atuba-pinhais,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/aviacao,exata,https://tecnico.curitiba.br/bairros/aviacao,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/bacacheri,exata,https://tecnico.curitiba.br/bairros/bacacheri,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/barigui-araucaria,exata,https://tecnico.curitiba.br/bairros/barigui-araucaria,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/barro-preto,exata,https://tecnico.curitiba.br/bairros/barro-preto,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/bateias,exata,https://tecnico.curitiba.br/bairros/bateias,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/batel,exata,https://tecnico.curitiba.br/bairros/batel,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/bigorrilho,exata,https://tecnico.curitiba.br/bairros/bigorrilho,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/boa-vista,exata,https://tecnico.curitiba.br/bairros/boa-vista,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/boa-vista-at,exata,https://tecnico.curitiba.br/bairros/boa-vista-at,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/boneca-do-iguacu-sjp,exata,https://tecnico.curitiba.br/bairros/boneca-do-iguacu-sjp,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/boqueirao,exata,https://tecnico.curitiba.br/bairros/boqueirao,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/boqueirao-araucaria,exata,https://tecnico.curitiba.br/bairros/boqueirao-araucaria,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/borda-campo-sjp,exata,https://tecnico.curitiba.br/bairros/borda-campo-sjp,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/borda-do-campo-qb,exata,https://tecnico.curitiba.br/bairros/borda-do-campo-qb,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/borda-do-campo-sjp,exata,https://tecnico.curitiba.br/bairros/borda-do-campo-sjp,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/botiatuva,exata,https://tecnico.curitiba.br/bairros/botiatuva,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/botiatuva-cm,exata,https://tecnico.curitiba.br/bairros/botiatuva-cm,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/braga,exata,https://tecnico.curitiba.br/bairros/braga,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/cabral,exata,https://tecnico.curitiba.br/bairros/cabral,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/cachoeira-araucaria,exata,https://tecnico.curitiba.br/bairros/cachoeira-araucaria,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/cachoeira-at,exata,https://tecnico.curitiba.br/bairros/cachoeira-at,301,"rota idêntica no domínio novo"
https://tecnicocuritiba.com.br/bairros/caiua-piraquara,exata,https://tecnico.curitiba.br/bairros/caiua-piraquara,301,"rota idêntica no domínio novo"
